# ArrowInput TSV dictionary
# UTF-8 TSV: code	text	comment	weight	user_weight
jia	豭	jia		
fen	豮	fen		
qi	豯	qi		
xi	豯	xi		
du	豰	du		
gu	豰	gu		
hu	豰	hu		
wen	豱	wen		
huan	豲	huan		
yuan	豲	yuan		
bin	豳	bin		
di	豴	di		
zhi	豴	zhi		
zong	豵	zong		
fen	豶	fen		
yi	豷	yi		
zhi	豸	zhi		
bao	豹	bao		
chai	豺	chai		
an	豻	an		
han	豻	han		
bi	豼	bi		
pi	豼	pi		
na	豽	na		
pi	豾	pi		
gou	豿	gou		
duo	貀	duo		
na	貀	na		
you	貁	you		
diao	貂	diao		
bo	貃	bo		
mo	貃	mo		
si	貄	si		
xiu	貅	xiu		
huan	貆	huan		
yuan	貆	yuan		
ken	貇	ken		
ge	貈	ge		
hao	貈	hao		
he	貈	he		
luo	貈	luo		
mo	貈	mo		
hao	貉	hao	4615	
he	貉	he	5385	
luo	貉	luo	0	
mo	貉	mo	0	
bo	貊	bo		
mo	貊	mo		
an	貋	an		
han	貋	han		
mao	貌	mao		
li	貍	li		
ni	貎	ni		
bi	貏	bi		
yu	貐	yu		
jia	貑	jia		
tuan	貒	tuan		
mao	貓	mao		
bi	貔	bi		
pi	貔	pi		
xi	貕	xi		
yi	貖	yi		
ju	貗	ju		
lou	貗	lou		
lv	貗	lv		
mo	貘	mo		
chu	貙	chu		
qu	貙	qu		
tan	貚	tan		
huan	貛	huan		
jue	貜	jue		
bei	貝	bei		
zhen	貞	zhen		
yuan	貟	yuan		
yun	貟	yun		
fu	負	fu		
cai	財	cai		
gong	貢	gong		
te	貣	te		
yi	貤	yi		
hang	貥	hang		
kang	貥	kang		
wan	貦	wan		
pin	貧	pin		
huo	貨	huo		
fan	販	fan		
tan	貪	tan		
guan	貫	guan		
ze	責	ze	10000	
zhai	責	zhai	0	
zhi	貭	zhi		
er	貮	er		
chu	貯	chu		
zhu	貯	zhu		
shi	貰	shi		
bi	貱	bi		
zi	貲	zi		
er	貳	er		
gui	貴	gui		
pian	貵	pian		
bian	貶	bian		
mai	買	mai		
dai	貸	dai	10000	
te	貸	te	0	
sheng	貹	sheng		
kuang	貺	kuang		
bi	費	bi	0	
fei	費	fei	10000	
tie	貼	tie		
yi	貽	yi		
chi	貾	chi		
di	貾	di		
mao	貿	mao	10000	
mou	貿	mou	0	
he	賀	he		
ben	賁	ben	9483	
bi	賁	bi	517	
pen	賁	pen		
lu	賂	lu		
luo	賂	luo		
lin	賃	lin		
ren	賃	ren		
hui	賄	hui		
gai	賅	gai		
hai	賅	hai		
pian	賆	pian		
zi	資	zi		
gu	賈	gu	27	
jia	賈	jia	9973	
xu	賉	xu		
ze	賊	ze	0	
zei	賊	zei	10000	
jiao	賋	jiao		
gai	賌	gai		
zang	賍	zang		
jian	賎	jian		
ying	賏	ying		
xun	賐	xun		
zhen	賑	zhen		
she	賒	she		
bin	賓	bin		
bin	賔	bin		
qiu	賕	qiu		
she	賖	she		
chuan	賗	chuan		
zang	賘	zang		
zhou	賙	zhou		
lai	賚	lai		
zan	賛	zan		
ci	賜	ci	10000	
si	賜	si	0	
chen	賝	chen		
shang	賞	shang		
tian	賟	tian		
pei	賠	pei		
geng	賡	geng		
xian	賢	xian		
mai	賣	mai		
jian	賤	jian		
sui	賥	sui		
fu	賦	fu		
dan	賧	dan		
tan	賧	tan		
cong	賨	cong		
zong	賨	zong		
cong	賩	cong		
zong	賩	zong		
zhi	質	zhi		
ji	賫	ji		
zhang	賬	zhang		
du	賭	du		
jin	賮	jin		
min	賯	min		
shun	賰	shun		
yun	賱	yun		
bao	賲	bao		
zai	賳	zai		
lai	賴	lai		
feng	賵	feng		
cang	賶	cang		
ji	賷	ji		
sheng	賸	sheng		
ai	賹	ai		
zhuan	賺	zhuan	9468	
zuan	賺	zuan	532	
fu	賻	fu		
pu	賻	pu		
gou	購	gou		
sai	賽	sai		
ze	賾	ze		
liao	賿	liao		
wei	贀	wei		
yi	贀	yi		
bai	贁	bai		
can	贂	can		
chen	贂	chen		
wan	贃	wan		
zhi	贄	zhi		
zhui	贅	zhui		
biao	贆	biao		
yun	贇	yun		
zeng	贈	zeng		
dan	贉	dan		
tan	贉	tan		
zan	贊	zan		
yan	贋	yan		
ying	贋	ying		
shan	贍	shan	10000	
zhan	贍	zhan	0	
wan	贎	wan		
ying	贏	ying		
jin	贐	jin		
gan	贑	gan		
xian	贒	xian		
zang	贓	zang		
bi	贔	bi		
du	贕	du		
shu	贖	shu		
yan	贗	yan		
ying	贗	ying		
shang	贘	shang		
xuan	贙	xuan		
long	贚	long		
gan	贛	gan	10000	
gong	贛	gong	0	
zang	贜	zang		
bei	贝	bei		
zhen	贞	zhen		
fu	负	fu		
yuan	贠	yuan		
gong	贡	gong		
cai	财	cai		
ze	责	ze		
xian	贤	xian		
bai	败	bai		
zhang	账	zhang		
huo	货	huo		
zhi	质	zhi		
fan	贩	fan		
tan	贪	tan		
pin	贫	pin		
bian	贬	bian		
gou	购	gou		
zhu	贮	zhu		
guan	贯	guan		
er	贰	er		
jian	贱	jian		
ben	贲	ben	9483	
bi	贲	bi	517	
shi	贳	shi		
tie	贴	tie		
gui	贵	gui		
kuang	贶	kuang		
dai	贷	dai		
mao	贸	mao		
fei	费	fei		
he	贺	he		
yi	贻	yi		
zei	贼	zei		
zhi	贽	zhi		
gu	贾	gu	27	
jia	贾	jia	9973	
hui	贿	hui		
zi	赀	zi		
lin	赁	lin		
lu	赂	lu		
zang	赃	zang		
zi	资	zi		
gai	赅	gai		
jin	赆	jin		
qiu	赇	qiu		
zhen	赈	zhen		
lai	赉	lai		
she	赊	she		
fu	赋	fu		
du	赌	du		
ji	赍	ji		
shu	赎	shu		
shang	赏	shang		
ci	赐	ci		
bi	赑	bi		
zhou	赒	zhou		
geng	赓	geng		
pei	赔	pei		
dan	赕	dan		
lai	赖	lai		
feng	赗	feng		
zhui	赘	zhui		
fu	赙	fu		
zhuan	赚	zhuan	9468	
zuan	赚	zuan	532	
sai	赛	sai		
ze	赜	ze		
yan	赝	yan		
zan	赞	zan		
yun	赟	yun		
zeng	赠	zeng		
shan	赡	shan		
ying	赢	ying		
gan	赣	gan		
chi	赤	chi		
xi	赥	xi		
she	赦	she		
nan	赧	nan		
tong	赨	tong		
xiong	赨	xiong		
chi	赩	chi		
xi	赩	xi		
yan	赩	yan		
cheng	赪	cheng		
chi	赫	chi	0	
he	赫	he	10000	
cheng	赬	cheng		
zhen	赬	zhen		
zhe	赭	zhe		
jia	赮	jia		
xia	赮	xia		
tang	赯	tang		
zou	走	zou		
zou	赱	zou		
li	赲	li		
jiu	赳	jiu		
fu	赴	fu		
zhao	赵	zhao		
gan	赶	gan		
qian	赶	qian		
qi	起	qi		
shan	赸	shan		
jun	赹	jun		
qiong	赹	qiong		
yin	赺	yin		
chao	赻	chao		
xian	赻	xian		
zi	赼	zi		
jue	赽	jue		
qin	赾	qin		
chi	赿	chi		
zhi	赿	zhi		
ci	趀	ci		
chen	趁	chen		
chen	趂	chen		
die	趃	die		
ju	趄	ju		
qie	趄	qie		
chao	超	chao		
di	趆	di		
se	趇	se		
zhan	趈	zhan		
chu	趉	chu		
zhu	趉	zhu		
yue	越	yue		
cu	趋	cu		
qu	趋	qu		
ji	趌	ji		
jie	趌	jie		
chi	趍	chi		
chu	趎	chu		
gua	趏	gua		
chi	趐	chi		
xue	趐	xue		
yu	趐	yu		
zi	趑	zi		
tiao	趒	tiao		
duo	趓	duo		
lie	趔	lie		
gan	趕	gan		
suo	趖	suo		
cu	趗	cu		
xi	趘	xi		
zhao	趙	zhao		
su	趚	su		
yin	趛	yin		
ju	趜	ju		
jian	趝	jian		
ji	趞	ji		
xi	趞	xi		
tang	趟	tang		
chao	趠	chao		
chuo	趠	chuo		
cui	趡	cui		
lu	趢	lu		
cu	趣	cu	0	
qu	趣	qu	10000	
dang	趤	dang		
qiu	趥	qiu		
zi	趦	zi		
ti	趧	ti		
cu	趨	cu	0	
qu	趨	qu	10000	
chi	趩	chi		
huang	趪	huang		
qiao	趫	qiao		
qiao	趬	qiao		
jiao	趭	jiao		
qiao	趭	qiao		
yao	趭	yao		
zao	趮	zao		
ti	趯	ti		
yue	趯	yue		
er	趰	er		
zan	趱	zan		
zan	趲	zan		
ju	足	ju	0	
zu	足	zu	10000	
pa	趴	pa		
bao	趵	bao		
ku	趶	ku		
yu	趶	yu		
he	趷	he		
ke	趷	ke		
qi	趷	qi		
dun	趸	dun		
jue	趹	jue		
die	趺	die		
fu	趺	fu		
chen	趻	chen		
shen	趻	shen		
jian	趼	jian		
yan	趼	yan		
fang	趽	fang		
zhi	趾	zhi		
sa	趿	sa		
ta	趿	ta		
yue	跀	yue		
ba	跁	ba		
pa	跁	pa		
ji	跂	ji		
qi	跂	qi		
zhi	跂	zhi		
yue	跃	yue		
qiang	跄	qiang		
tuo	跅	tuo		
tai	跆	tai		
shi	跇	shi		
yi	跇	yi		
nian	跈	nian		
tian	跈	tian		
ling	跉	ling		
mei	跊	mei		
ba	跋	ba		
die	跌	die		
gu	跍	gu		
ku	跍	ku		
tuo	跎	tuo		
jia	跏	jia		
cai	跐	cai		
ci	跐	ci		
pao	跑	pao		
qia	跒	qia		
zhu	跓	zhu		
fu	跔	fu		
qu	跔	qu		
die	跕	die		
zhe	跖	zhe		
zhi	跖	zhi		
fu	跗	fu		
pan	跘	pan		
ju	跙	ju		
zu	跙	zu		
shan	跚	shan		
bi	跛	bi		
bo	跛	bo		
ni	跜	ni		
ju	距	ju		
li	跞	li	5000	
gen	跟	gen		
yi	跠	yi		
ji	跡	ji		
chi	跢	chi		
dai	跢	dai		
duo	跢	duo		
xian	跣	xian		
jiao	跤	jiao		
duo	跥	duo		
chu	跦	chu		
zhu	跦	zhu		
quan	跧	quan		
kua	跨	kua		
shi	跩	shi		
zhuai	跩	zhuai		
gui	跪	gui		
qiong	跫	qiong		
kui	跬	kui		
xiang	跭	xiang		
chi	跮	chi		
lu	路	lu		
beng	跰	beng		
pian	跰	pian		
zhi	跱	zhi		
jia	跲	jia		
qia	跲	qia		
tiao	跳	tiao		
cai	跴	cai		
jian	践	jian		
da	跶	da		
qiao	跷	qiao		
bi	跸	bi		
xian	跹	xian		
duo	跺	duo		
ji	跻	ji		
ju	跼	ju		
ji	跽	ji		
shu	跾	shu		
tu	跿	tu		
chu	踀	chu		
cu	踀	cu		
zu	踀	zu		
jing	踁	jing		
nie	踂	nie		
xiao	踃	xiao		
bo	踄	bo		
chi	踅	chi		
xue	踅	xue		
cun	踆	cun		
jun	踆	jun		
qun	踆	qun		
mou	踇	mou		
mu	踇	mu		
shu	踈	shu		
su	踈	su		
lang	踉	lang		
liang	踉	liang		
yong	踊	yong		
jiao	踋	jiao		
jue	踋	jue		
chou	踌	chou		
xiao	踍	xiao		
mou	踎	mou		
ta	踏	ta		
jian	踐	jian		
qi	踑	qi		
wei	踒	wei		
wo	踒	wo		
cui	踓	cui		
wei	踓	wei		
chuo	踔	chuo		
zhuo	踔	zhuo		
jie	踕	jie		
ji	踖	ji		
xi	踖	xi		
nie	踗	nie		
ju	踘	ju		
ju	踙	ju		
nie	踙	nie		
lun	踚	lun		
lu	踛	lu		
leng	踜	leng		
guo	踝	guo	0	
hua	踝	hua	0	
huai	踝	huai	10000	
ju	踞	ju		
chi	踟	chi		
wan	踠	wan		
juan	踡	juan		
quan	踡	quan		
ti	踢	ti		
bo	踣	bo		
pei	踣	pei		
cu	踤	cu		
zu	踤	zu		
jie	踥	jie		
qie	踥	qie		
ji	踦	ji		
qi	踦	qi		
yi	踦	yi		
cu	踧	cu		
zong	踨	zong		
cai	踩	cai		
zong	踪	zong		
pan	踫	pan		
peng	踫	peng		
zhi	踬	zhi		
zheng	踭	zheng		
dian	踮	dian		
zhi	踯	zhi		
yu	踰	yu		
du	踱	du	0	
duo	踱	duo	10000	
dun	踲	dun		
tun	踲	tun		
chuan	踳	chuan		
chun	踳	chun		
yong	踴	yong		
zhong	踵	zhong		
di	踶	di		
zha	踷	zha		
chen	踸	chen		
shen	踸	shen		
chuai	踹	chuai	10000	
chuan	踹	chuan	0	
shuan	踹	shuan	0	
jian	踺	jian		
gua	踻	gua		
tuo	踻	tuo		
tang	踼	tang		
ju	踽	ju		
yu	踽	yu		
bi	踾	bi		
fu	踾	fu		
qiu	踿	qiu		
zu	踿	zu		
die	蹀	die		
pian	蹁	pian		
rou	蹂	rou		
nuo	蹃	nuo		
ti	蹄	ti		
cha	蹅	cha		
tui	蹆	tui		
jian	蹇	jian		
dao	蹈	dao		
cuo	蹉	cuo		
qi	蹊	qi	5625	
xi	蹊	xi	4375	
ta	蹋	ta		
cang	蹌	cang		
qiang	蹌	qiang		
nian	蹍	nian		
zhan	蹍	zhan		
dian	蹎	dian		
ti	蹏	ti		
ji	蹐	ji		
nie	蹑	nie		
she	蹑	she		
pan	蹒	pan		
liu	蹓	liu		
zhan	蹔	zhan		
bi	蹕	bi		
chong	蹖	chong		
lu	蹗	lu		
liao	蹘	liao		
cu	蹙	cu		
tang	蹚	tang		
dai	蹛	dai		
su	蹜	su		
suo	蹜	suo		
xi	蹝	xi		
kui	蹞	kui		
qing	蹞	qing		
ji	蹟	ji		
zhi	蹠	zhi		
qiang	蹡	qiang		
di	蹢	di		
zhi	蹢	zhi		
man	蹣	man		
pan	蹣	pan		
zong	蹤	zong		
lian	蹥	lian		
beng	蹦	beng		
zao	蹧	zao		
nian	蹨	nian		
ran	蹨	ran		
bie	蹩	bie		
tui	蹪	tui		
ju	蹫	ju		
deng	蹬	deng		
ceng	蹭	ceng		
qian	蹮	qian		
xian	蹮	xian		
fan	蹯	fan		
chu	蹰	chu		
zhong	蹱	zhong		
cun	蹲	cun	15	
dun	蹲	dun	9985	
bo	蹳	bo		
cu	蹴	cu		
cu	蹵	cu		
jue	蹶	jue		
jue	蹷	jue		
lin	蹸	lin		
ta	蹹	ta		
qiao	蹺	qiao		
jiao	蹻	jiao		
jue	蹻	jue		
qiao	蹻	qiao		
pu	蹼	pu		
liao	蹽	liao		
dun	蹾	dun		
cuan	蹿	cuan		
kuang	躀	kuang		
zao	躁	zao		
da	躂	da		
ta	躂	ta		
bi	躃	bi		
bi	躄	bi		
zhu	躅	zhu		
ju	躆	ju		
chu	躇	chu		
jiao	躈	jiao		
qiao	躈	qiao		
dun	躉	dun		
wan	躉	wan		
chou	躊	chou		
ji	躋	ji		
wu	躌	wu		
yao	躍	yao		
yue	躍	yue		
nian	躎	nian		
lin	躏	lin		
lie	躐	lie		
zhi	躑	zhi		
li	躒	li		
luo	躒	luo		
zhi	躓	zhi		
chan	躔	chan		
chu	躕	chu		
duan	躖	duan		
wei	躗	wei		
long	躘	long		
lin	躙	lin		
qian	躚	qian		
xian	躚	xian		
wei	躛	wei		
zuan	躜	zuan		
lan	躝	lan		
xie	躞	xie		
rang	躟	rang		
sa	躠	sa		
xie	躠	xie		
nie	躡	nie		
she	躡	she		
ta	躢	ta		
qu	躣	qu		
ji	躤	ji		
jie	躤	jie		
cuan	躥	cuan		
zuan	躦	zuan		
xi	躧	xi		
kui	躨	kui		
jue	躩	jue		
lin	躪	lin		
juan	身	juan	0	
shen	身	shen	10000	
gong	躬	gong		
dan	躭	dan		
qu	躯	qu		
ti	躰	ti		
duo	躱	duo		
duo	躲	duo		
gong	躳	gong		
lang	躴	lang		
luo	躶	luo		
ai	躷	ai		
ji	躸	ji		
ju	躹	ju		
tang	躺	tang		
lao	躼	lao		
yan	躽	yan		
kang	躿	kang		
qu	軀	qu		
lou	軁	lou		
lao	軂	lao		
duo	軃	duo		
zhi	軄	zhi		
ti	軆	ti		
dao	軇	dao		
yu	軉	yu		
che	車	che	9999	
ju	車	ju	1	
ga	軋	ga	2232	
ya	軋	ya	2790	
zha	軋	zha	4979	
gui	軌	gui		
jun	軍	jun		
wei	軎	wei		
wu	軏	wu		
yue	軏	yue		
xian	軐	xian		
dai	軑	dai		
di	軑	di		
xuan	軒	xuan		
fan	軓	fan		
ren	軔	ren		
shan	軕	shan		
kuang	軖	kuang		
shu	軗	shu		
tun	軘	tun		
chen	軙	chen		
zhen	軙	zhen		
dai	軚	dai		
e	軛	e		
na	軜	na		
qi	軝	qi		
zhi	軝	zhi		
mao	軞	mao		
ruan	軟	ruan		
ren	軠	ren		
jin	軡	jin		
qian	軡	qian		
qin	軡	qin		
zhuan	転	zhuan		
hong	軣	hong		
hu	軤	hu		
ju	軥	ju		
qu	軥	qu		
huang	軦	huang		
kuang	軦	kuang		
di	軧	di		
ling	軨	ling		
dai	軩	dai		
ao	軪	ao		
zhen	軫	zhen		
fan	軬	fan		
kuang	軭	kuang		
ang	軮	ang		
peng	軯	peng		
bei	軰	bei		
gu	軱	gu		
gu	軲	gu		
ku	軲	ku		
pao	軳	pao		
zhu	軴	zhu		
fu	軵	fu		
rong	軵	rong		
e	軶	e		
ba	軷	ba		
bo	軷	bo		
zhou	軸	zhou	10000	
zhu	軸	zhu	400	
zhi	軹	zhi		
yao	軺	yao		
ke	軻	ke		
yi	軼	yi		
qing	軽	qing		
shi	軾	shi		
ping	軿	ping		
er	輀	er		
gong	輁	gong		
qiong	輁	qiong		
gong	輂	gong		
ju	輂	ju		
jiao	較	jiao	10000	
jue	較	jue	0	
guang	輄	guang		
lu	輅	lu		
luo	輅	luo		
gai	輆	gai		
kai	輆	kai		
quan	輇	quan		
zhou	輈	zhou		
zai	載	zai		
zhi	輊	zhi		
ju	輋	ju		
she	輋	she		
liang	輌	liang		
yu	輍	yu		
shao	輎	shao		
qiu	輏	qiu		
you	輏	you		
huan	輐	huan		
wan	輐	wan		
qun	輑	qun		
yun	輑	yun		
zhe	輒	zhe		
wan	輓	wan		
fu	輔	fu		
qing	輕	qing		
zhou	輖	zhou		
ni	輗	ni		
ling	輘	ling		
zhe	輙	zhe		
qian	輚	qian		
zhan	輚	zhan		
liang	輛	liang		
zi	輜	zi		
hui	輝	hui		
wang	輞	wang		
chuo	輟	chuo		
guo	輠	guo		
kan	輡	kan		
yi	輢	yi		
peng	輣	peng		
qian	輤	qian		
qing	輤	qing		
gun	輥	gun		
nian	輦	nian		
ping	輧	ping		
guan	輨	guan		
bei	輩	bei		
lun	輪	lun		
pai	輫	pai		
liang	輬	liang		
ruan	輭	ruan		
rou	輮	rou		
ji	輯	ji		
yang	輰	yang		
xian	輱	xian		
chuan	輲	chuan		
cou	輳	cou		
chun	輴	chun		
dun	輴	dun		
ge	輵	ge		
qiu	輶	qiu		
you	輶	you		
hong	輷	hong		
ju	輷	ju		
shu	輸	shu		
fu	輹	fu		
zi	輺	zi		
fu	輻	fu		
wen	輼	wen		
fan	輽	fan		
nian	輾	nian	4348	
zhan	輾	zhan	5652	
yu	輿	yu		
wen	轀	wen		
dao	轁	dao		
tao	轁	tao		
gu	轂	gu		
qin	轃	qin		
zhen	轃	zhen		
xia	轄	xia		
yuan	轅	yuan		
lu	轆	lu		
jiu	轇	jiu		
chao	轈	chao		
zhuan	轉	zhuan		
wei	轊	wei		
hun	轋	hun		
lian	轋	lian		
che	轍	che	0	
zhe	轍	zhe	10000	
jiao	轎	jiao		
chan	轏	chan		
zhan	轏	zhan		
bu	轐	bu		
pu	轐	pu		
lao	轑	lao		
fen	轒	fen		
fan	轓	fan		
lin	轔	lin		
ge	轕	ge		
se	轖	se		
gan	轗	gan		
kan	轗	kan		
huan	轘	huan		
yi	轙	yi		
ji	轚	ji		
dui	轛	dui		
er	轜	er		
yu	轝	yu		
jian	轞	jian		
xian	轞	xian		
hong	轟	hong		
lei	轠	lei		
pei	轡	pei		
li	轢	li		
li	轣	li		
lu	轤	lu		
lin	轥	lin		
che	车	che	9999	
ju	车	ju	1	
ga	轧	ga	2232	
ya	轧	ya	2790	
zha	轧	zha	4979	
gui	轨	gui		
xuan	轩	xuan		
dai	轪	dai		
ren	轫	ren		
zhuan	转	zhuan		
e	轭	e		
lun	轮	lun		
ruan	软	ruan		
hong	轰	hong		
gu	轱	gu		
ke	轲	ke		
lu	轳	lu		
zhou	轴	zhou		
zhi	轵	zhi		
yi	轶	yi		
hu	轷	hu		
zhen	轸	zhen		
li	轹	li		
yao	轺	yao		
qing	轻	qing		
shi	轼	shi		
zai	载	zai		
zhi	轾	zhi		
jiao	轿	jiao		
zhou	辀	zhou		
quan	辁	quan		
lu	辂	lu		
jiao	较	jiao		
zhe	辄	zhe		
fu	辅	fu		
liang	辆	liang		
nian	辇	nian		
bei	辈	bei		
hui	辉	hui		
gun	辊	gun		
wang	辋	wang		
liang	辌	liang		
chuo	辍	chuo		
zi	辎	zi		
cou	辏	cou		
fu	辐	fu		
ji	辑	ji		
wen	辒	wen		
shu	输	shu		
pei	辔	pei		
yuan	辕	yuan		
xia	辖	xia		
zhan	辗	zhan	5652	
lu	辘	lu		
che	辙	che		
zhe	辙	zhe		
lin	辚	lin		
xin	辛	xin		
gu	辜	gu		
ci	辝	ci		
ci	辞	ci		
bi	辟	bi	5000	
pi	辟	pi	5000	
zui	辠	zui		
bian	辡	bian		
la	辢	la		
la	辣	la		
ci	辤	ci		
xue	辥	xue		
ban	辦	ban		
bian	辧	bian		
bian	辨	bian		
bian	辩	bian		
xue	辪	xue		
bian	辫	bian		
ban	辬	ban		
ci	辭	ci		
bian	辮	bian		
bian	辯	bian		
chen	辰	chen		
ru	辱	ru		
nong	農	nong		
nong	辳	nong		
zhan	辴	zhan		
zhen	辴	zhen		
chuo	辵	chuo		
chuo	辶	chuo		
reng	辸	reng		
bian	边	bian		
bian	辺	bian		
shi	辻	shi		
ru	込	ru	9900	
yu	込	yu	100	
liao	辽	liao		
da	达	da		
ta	达	ta		
ti	达	ti		
chan	辿	chan		
gan	迀	gan		
qian	迁	qian		
yu	迂	yu		
yu	迃	yu		
qi	迄	qi		
xun	迅	xun		
yi	迆	yi		
guo	过	guo		
mai	迈	mai		
shi	迉	shi		
za	迊	za		
guang	迋	guang		
wang	迋	wang		
tu	迌	tu		
zhun	迍	zhun		
ying	迎	ying		
da	迏	da		
ta	迏	ta		
ti	迏	ti		
yun	运	yun		
jin	近	jin		
hang	迒	hang		
kang	迒	kang		
ya	迓	ya		
fan	返	fan		
wu	迕	wu		
ta	迖	ta		
ti	迖	ti		
e	迗	e		
hai	还	hai	9801	
huan	还	huan	199	
xuan	还	xuan	0	
zhe	这	zhe	9859	
zhei	这	zhei	141	
jin	进	jin		
yuan	远	yuan		
wei	违	wei		
lian	连	lian		
chi	迟	chi		
che	迠	che		
zhan	迠	zhan		
ni	迡	ni		
tiao	迢	tiao		
zhao	迢	zhao		
shi	迣	shi		
zhi	迣	zhi		
yi	迤	yi		
jiong	迥	jiong		
jia	迦	jia		
chen	迧	chen		
zhen	迧	zhen		
dai	迨	dai		
er	迩	er		
di	迪	di		
pai	迫	pai	100	
po	迫	po	9900	
wang	迬	wang		
die	迭	die		
ze	迮	ze		
zuo	迮	zuo		
tao	迯	tao		
shu	述	shu		
yi	迱	yi		
jing	迳	jing		
hui	迴	hui		
dong	迵	dong		
jiong	迵	jiong		
tong	迵	tong		
you	迶	you		
mi	迷	mi		
beng	迸	beng	10000	
bing	迸	bing	0	
ji	迹	ji		
nai	迺	nai		
yi	迻	yi		
ji	迼	ji		
jie	迼	jie		
dui	追	dui	0	
zhui	追	zhui	10000	
lie	迾	lie		
xun	迿	xun		
tui	退	tui		
song	送	song		
gua	适	gua		
kuo	适	kuo		
shi	适	shi	0	
tao	逃	tao		
pang	逄	pang		
gou	逅	gou		
hou	逅	hou		
ni	逆	ni		
dun	逇	dun		
jiong	逈	jiong		
xuan	选	xuan		
xun	逊	xun		
bu	逋	bu		
fu	逋	fu		
you	逌	you		
xiao	逍	xiao		
qiu	逎	qiu		
you	逎	you		
tou	透	tou		
zhu	逐	zhu		
qiu	逑	qiu		
di	递	di		
di	逓	di		
tu	途	tu		
jing	逕	jing		
di	逖	di		
ti	逖	ti		
dou	逗	dou		
si	逘	si		
yi	逘	yi		
zhe	這	zhe	9859	
zhei	這	zhei	141	
tong	通	tong		
guang	逛	guang		
wu	逜	wu		
shi	逝	shi		
cheng	逞	cheng		
su	速	su		
cao	造	cao	0	
zao	造	zao	10000	
jun	逡	jun		
qun	逡	qun		
feng	逢	feng	10000	
peng	逢	peng	0	
lian	連	lian		
sha	逤	sha		
suo	逤	suo		
hui	逥	hui		
li	逦	li		
lai	逨	lai		
ben	逩	ben		
cuo	逪	cuo		
jue	逫	jue		
beng	逬	beng		
bing	逬	bing		
guan	逭	guan		
huan	逭	huan		
dai	逮	dai	10000	
di	逮	di	0	
lu	逯	lu		
you	逰	you		
zhou	週	zhou		
jin	進	jin		
yu	逳	yu		
chuo	逴	chuo		
kui	逵	kui		
wei	逶	wei		
di	逷	di		
ti	逷	ti		
yi	逸	yi		
da	逹	da		
yuan	逺	yuan		
luo	逻	luo		
bi	逼	bi		
nuo	逽	nuo		
nve	逽	nve		
yu	逾	yu		
dang	逿	dang		
sui	遀	sui		
dun	遁	dun		
sui	遂	sui		
an	遃	an		
yan	遃	yan		
chuan	遄	chuan		
tuan	遄	tuan		
chi	遅	chi		
zhi	遅	zhi		
ti	遆	ti		
yu	遇	yu		
shi	遈	shi		
zhen	遉	zhen		
you	遊	you		
yun	運	yun		
wu	遌	wu		
bian	遍	bian	10000	
pian	遍	pian	0	
guo	過	guo		
e	遏	e		
xia	遐	xia		
huang	遑	huang		
qiu	遒	qiu		
you	遒	you		
dao	道	dao		
da	達	da	10000	
ta	達	ta	0	
wei	違	wei		
yi	遗	yi	9844	
gou	遘	gou		
yao	遙	yao		
chou	遚	chou		
liu	遛	liu		
sun	遜	sun		
xun	遜	xun		
ta	遝	ta		
di	遞	di		
chi	遟	chi		
zhi	遟	zhi		
yuan	遠	yuan		
su	遡	su		
suo	遡	suo		
ta	遢	ta		
qian	遣	qian		
yao	遥	yao		
guan	遦	guan		
zhang	遧	zhang		
ao	遨	ao		
di	適	di	12	
shi	適	shi	9988	
ca	遪	ca		
chi	遫	chi		
su	遫	su		
chuo	遬	chuo		
zao	遭	zao		
zhe	遮	zhe		
dun	遯	dun		
tun	遯	tun		
di	遰	di		
zhi	遰	zhi		
lou	遱	lou		
chi	遲	chi	10000	
zhi	遲	zhi	0	
cuo	遳	cuo		
lin	遴	lin		
zun	遵	zun		
rao	遶	rao		
qian	遷	qian		
xuan	選	xuan		
yu	遹	yu		
wei	遺	wei	156	
yi	遺	yi	9844	
e	遻	e		
wu	遻	wu		
liao	遼	liao		
ju	遽	ju		
shi	遾	shi		
bei	避	bei	0	
bi	避	bi	10000	
yao	邀	yao		
mai	邁	mai		
xie	邂	xie		
sui	邃	sui		
hai	還	hai	9801	
huan	還	huan	199	
xuan	還	xuan	0	
tan	邅	tan		
zhan	邅	zhan		
deng	邆	deng		
teng	邆	teng		
er	邇	er		
miao	邈	miao		
bian	邉	bian		
bian	邊	bian		
la	邋	la		
lie	邋	lie		
li	邌	li		
yuan	邍	yuan		
yao	邎	yao		
you	邎	you		
luo	邏	luo		
li	邐	li		
yi	邑	yi		
ting	邒	ting		
deng	邓	deng		
shan	邓	shan		
ji	邔	ji		
qi	邔	qi		
yong	邕	yong		
shan	邖	shan		
han	邗	han		
yu	邘	yu		
mang	邙	mang		
ru	邚	ru		
qiong	邛	qiong		
kuang	邝	kuang		
fu	邞	fu		
kang	邟	kang		
keng	邟	keng		
bin	邠	bin		
fen	邠	fen		
fang	邡	fang		
xing	邢	xing		
na	那	na	9969	
ne	那	ne	0	
nei	那	nei	31	
nuo	那	nuo	0	
xin	邤	xin		
shen	邥	shen		
bang	邦	bang		
yuan	邧	yuan		
cun	邨	cun		
huo	邩	huo		
xia	邪	xia	0	
xie	邪	xie	9928	
xu	邪	xu	0	
ye	邪	ye	72	
yu	邪	yu	0	
